Year,Cause of Death,State,Deaths
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Michigan,413
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Minnesota,107
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Mississippi,86
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Missouri,144
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Montana,40
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Nebraska,49
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Nevada,65
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",New Hampshire,28
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",New Jersey,107
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",New Mexico,72
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",New York,434
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",North Carolina,82
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Ohio,180
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Oklahoma,90
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Oregon,193
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Pennsylvania,266
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Rhode Island,72
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",South Carolina,41
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Tennessee,318
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Texas,326
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Utah,650
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Virginia,65
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Washington,150
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",West Virginia,102
2006,"Undetermined intent (Y10-Y34,Y87.2,Y89.9)",Wisconsin,93
2006,Viral hepatitis (B15-B19),Alabama,73
2006,Viral hepatitis (B15-B19),Alaska,17
2006,Viral hepatitis (B15-B19),Arizona,205
2006,Viral hepatitis (B15-B19),Arkansas,53
2006,Viral hepatitis (B15-B19),California,1050
2006,Viral hepatitis (B15-B19),Colorado,100
2006,Viral hepatitis (B15-B19),Connecticut,50
2006,Viral hepatitis (B15-B19),Delaware,10
2006,Viral hepatitis (B15-B19),Florida,502
2006,Viral hepatitis (B15-B19),Georgia,115
2006,Viral hepatitis (B15-B19),Hawaii,17
2006,Viral hepatitis (B15-B19),Idaho,30
2006,Viral hepatitis (B15-B19),Illinois,88
2006,Viral hepatitis (B15-B19),Indiana,83
2006,Viral hepatitis (B15-B19),Iowa,35
2006,Viral hepatitis (B15-B19),Kansas,46
2006,Viral hepatitis (B15-B19),Kentucky,71
2006,Viral hepatitis (B15-B19),Louisiana,80
2006,Viral hepatitis (B15-B19),Maine,15
2006,Viral hepatitis (B15-B19),Maryland,63
2006,Viral hepatitis (B15-B19),Massachusetts,94
2006,Viral hepatitis (B15-B19),Michigan,154
2006,Viral hepatitis (B15-B19),Minnesota,40
2006,Viral hepatitis (B15-B19),Mississippi,43
2006,Viral hepatitis (B15-B19),Missouri,119
2006,Viral hepatitis (B15-B19),Montana,26
2006,Viral hepatitis (B15-B19),Nebraska,23
2006,Viral hepatitis (B15-B19),Nevada,47
2006,Viral hepatitis (B15-B19),New Hampshire,12
2006,Viral hepatitis (B15-B19),New Jersey,145
2006,Viral hepatitis (B15-B19),New Mexico,84
2006,Viral hepatitis (B15-B19),New York,348
2006,Viral hepatitis (B15-B19),North Carolina,143
2006,Viral hepatitis (B15-B19),Ohio,133
2006,Viral hepatitis (B15-B19),Oklahoma,139
2006,Viral hepatitis (B15-B19),Oregon,111
2006,Viral hepatitis (B15-B19),Pennsylvania,184
2006,Viral hepatitis (B15-B19),Rhode Island,23
2006,Viral hepatitis (B15-B19),South Carolina,85
2006,Viral hepatitis (B15-B19),Tennessee,149
2006,Viral hepatitis (B15-B19),Texas,545
2006,Viral hepatitis (B15-B19),Utah,31
2006,Viral hepatitis (B15-B19),Virginia,80
2006,Viral hepatitis (B15-B19),Washington,172
2006,Viral hepatitis (B15-B19),West Virginia,28
2006,Viral hepatitis (B15-B19),Wisconsin,54
2006,Viral hepatitis (B15-B19),Wyoming,15
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Alabama,4158
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Alaska,468
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Arizona,6265
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Arkansas,2385
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",California,21680
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Colorado,4581
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Connecticut,3062
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Delaware,579
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",District of Columbia,109
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Florida,18054
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Georgia,6476
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Hawaii,386
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Idaho,1284
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Illinois,8310
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Indiana,5130
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Iowa,2699
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Kansas,2440
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Kentucky,5067
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Louisiana,3979
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Maine,1278
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Maryland,2176
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Massachusetts,5125
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Michigan,7326
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Minnesota,4441
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Mississippi,2531
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Missouri,6071
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Montana,1106
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Nebraska,1365
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Nevada,2423
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",New Hampshire,1260
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",New Jersey,4814
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",New Mexico,2776
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",New York,10134
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",North Carolina,7802
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",North Dakota,511
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Ohio,10503
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Oklahoma,4102
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Oregon,3681
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Pennsylvania,11900
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Rhode Island,1009
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",South Carolina,3765
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",South Dakota,621
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Tennessee,6112
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Texas,17940
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Utah,1690
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Vermont,732
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Virginia,5354
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Washington,5831
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",West Virginia,2724
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Wisconsin,5635
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Wyoming,551
2007,Acute and subacute endocarditis (I33),Alabama,14
2007,Acute and subacute endocarditis (I33),Arizona,33
2007,Acute and subacute endocarditis (I33),Arkansas,14
2007,Acute and subacute endocarditis (I33),California,114
2007,Acute and subacute endocarditis (I33),Connecticut,11
2007,Acute and subacute endocarditis (I33),Florida,57
2007,Acute and subacute endocarditis (I33),Georgia,18
2007,Acute and subacute endocarditis (I33),Illinois,30
2007,Acute and subacute endocarditis (I33),Indiana,21
2007,Acute and subacute endocarditis (I33),Iowa,14
2007,Acute and subacute endocarditis (I33),Kansas,12
2007,Acute and subacute endocarditis (I33),Kentucky,11
2007,Acute and subacute endocarditis (I33),Louisiana,11
2007,Acute and subacute endocarditis (I33),Maryland,11
2007,Acute and subacute endocarditis (I33),Massachusetts,21
2007,Acute and subacute endocarditis (I33),Michigan,32
2007,Acute and subacute endocarditis (I33),Minnesota,19
2007,Acute and subacute endocarditis (I33),Missouri,18
2007,Acute and subacute endocarditis (I33),New Jersey,31
2007,Acute and subacute endocarditis (I33),New York,70
2007,Acute and subacute endocarditis (I33),North Carolina,17
2007,Acute and subacute endocarditis (I33),Ohio,46
2007,Acute and subacute endocarditis (I33),Oklahoma,10
2007,Acute and subacute endocarditis (I33),Oregon,15
2007,Acute and subacute endocarditis (I33),Pennsylvania,57
2007,Acute and subacute endocarditis (I33),South Carolina,12
2007,Acute and subacute endocarditis (I33),Tennessee,28
2007,Acute and subacute endocarditis (I33),Texas,61
2007,Acute and subacute endocarditis (I33),Virginia,21
2007,Acute and subacute endocarditis (I33),Washington,24
2007,Acute and subacute endocarditis (I33),Wisconsin,18
2007,Alzheimer's disease (G30),Alabama,1566
2007,Alzheimer's disease (G30),Alaska,69
2007,Alzheimer's disease (G30),Arizona,2454
2007,Alzheimer's disease (G30),Arkansas,913
2007,Alzheimer's disease (G30),California,9582
2007,Alzheimer's disease (G30),Colorado,1365
2007,Alzheimer's disease (G30),Connecticut,991
2007,Alzheimer's disease (G30),Delaware,235
2007,Alzheimer's disease (G30),District of Columbia,70
2007,Alzheimer's disease (G30),Florida,5913
2007,Alzheimer's disease (G30),Georgia,1972
2007,Alzheimer's disease (G30),Hawaii,101
2007,Alzheimer's disease (G30),Idaho,519
2007,Alzheimer's disease (G30),Illinois,3247
2007,Alzheimer's disease (G30),Indiana,2047
2007,Alzheimer's disease (G30),Iowa,1479
2007,Alzheimer's disease (G30),Kansas,1062
2007,Alzheimer's disease (G30),Kentucky,1403
2007,Alzheimer's disease (G30),Louisiana,1362
2007,Alzheimer's disease (G30),Maine,588
2007,Alzheimer's disease (G30),Maryland,1012
2007,Alzheimer's disease (G30),Massachusetts,2102
2007,Alzheimer's disease (G30),Michigan,3036
2007,Alzheimer's disease (G30),Minnesota,1580
2007,Alzheimer's disease (G30),Mississippi,776
2007,Alzheimer's disease (G30),Missouri,2003
2007,Alzheimer's disease (G30),Montana,332
2007,Alzheimer's disease (G30),Nebraska,661
2007,Alzheimer's disease (G30),Nevada,317
2007,Alzheimer's disease (G30),New Hampshire,504
2007,Alzheimer's disease (G30),New Jersey,2255
2007,Alzheimer's disease (G30),New Mexico,466
2007,Alzheimer's disease (G30),New York,2712
2007,Alzheimer's disease (G30),North Carolina,2633
2007,Alzheimer's disease (G30),North Dakota,446
2007,Alzheimer's disease (G30),Ohio,4228
2007,Alzheimer's disease (G30),Oklahoma,1141
2007,Alzheimer's disease (G30),Oregon,1502
2007,Alzheimer's disease (G30),Pennsylvania,4501
2007,Alzheimer's disease (G30),Rhode Island,418
2007,Alzheimer's disease (G30),South Carolina,1400
2007,Alzheimer's disease (G30),South Dakota,401
2007,Alzheimer's disease (G30),Tennessee,2425
2007,Alzheimer's disease (G30),Texas,5707
2007,Alzheimer's disease (G30),Utah,541
2007,Alzheimer's disease (G30),Vermont,259
2007,Alzheimer's disease (G30),Virginia,1915
2007,Alzheimer's disease (G30),Washington,3070
2007,Alzheimer's disease (G30),West Virginia,657
2007,Alzheimer's disease (G30),Wisconsin,2082
2007,Alzheimer's disease (G30),Wyoming,145
2007,Anemias (D50-D64),Alabama,64
2007,Anemias (D50-D64),Arizona,59
2007,Anemias (D50-D64),Arkansas,44
2007,Anemias (D50-D64),California,274
2007,Anemias (D50-D64),Colorado,49
2007,Anemias (D50-D64),Connecticut,60
2007,Anemias (D50-D64),Florida,214
2007,Anemias (D50-D64),Georgia,68
2007,Anemias (D50-D64),Hawaii,12
2007,Anemias (D50-D64),Idaho,15
2007,Anemias (D50-D64),Illinois,185
2007,Anemias (D50-D64),Indiana,110
2007,Anemias (D50-D64),Iowa,39
2007,Anemias (D50-D64),Kansas,55
2007,Anemias (D50-D64),Kentucky,60
2007,Anemias (D50-D64),Louisiana,47
2007,Anemias (D50-D64),Maine,19
2007,Anemias (D50-D64),Maryland,49
2007,Anemias (D50-D64),Massachusetts,104
2007,Anemias (D50-D64),Michigan,141
2007,Anemias (D50-D64),Minnesota,88
2007,Anemias (D50-D64),Mississippi,31
2007,Anemias (D50-D64),Missouri,87
2007,Anemias (D50-D64),Montana,16
2007,Anemias (D50-D64),Nebraska,40
2007,Anemias (D50-D64),Nevada,27
2007,Anemias (D50-D64),New Hampshire,21
2007,Anemias (D50-D64),New Jersey,137
2007,Anemias (D50-D64),New Mexico,26
2007,Anemias (D50-D64),New York,186
2007,Anemias (D50-D64),North Carolina,120
2007,Anemias (D50-D64),Ohio,178
2007,Anemias (D50-D64),Oklahoma,49
2007,Anemias (D50-D64),Oregon,59
2007,Anemias (D50-D64),Pennsylvania,259
2007,Anemias (D50-D64),Rhode Island,17
2007,Anemias (D50-D64),South Carolina,50
2007,Anemias (D50-D64),South Dakota,10
2007,Anemias (D50-D64),Tennessee,71
2007,Anemias (D50-D64),Texas,262
2007,Anemias (D50-D64),Utah,27
2007,Anemias (D50-D64),Virginia,74
2007,Anemias (D50-D64),Washington,72
2007,Anemias (D50-D64),West Virginia,44
2007,Anemias (D50-D64),Wisconsin,83
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Alabama,354
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Alaska,62
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Arizona,830
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Arkansas,216
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",California,3058
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Colorado,272
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Connecticut,124
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Delaware,29
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Florida,1348
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Georgia,528
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Idaho,92
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Illinois,590
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Indiana,360
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Iowa,76
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Kansas,146
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Kentucky,282
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Louisiana,322
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Maine,48
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Maryland,222
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Massachusetts,204
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Michigan,406
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Minnesota,132
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Mississippi,154
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Missouri,308
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Montana,28
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Nebraska,78
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Nevada,270
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",New Hampshire,14
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",New Jersey,272
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",New Mexico,246
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",New York,676
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",North Carolina,594
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",North Dakota,11
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Ohio,554
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Oklahoma,290
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Oregon,134
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Pennsylvania,514
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Rhode Island,29
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",South Carolina,286
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",South Dakota,11
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Tennessee,426
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Texas,2060
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Utah,110
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Vermont,13
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Virginia,312
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Washington,300
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",West Virginia,140
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Wisconsin,172
2007,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Wyoming,15
2007,Cerebrovascular diseases (I60-I69),Alabama,3510
2007,Cerebrovascular diseases (I60-I69),Alaska,262
2007,Cerebrovascular diseases (I60-I69),Arizona,5105
2007,Cerebrovascular diseases (I60-I69),Arkansas,2512
2007,Cerebrovascular diseases (I60-I69),California,24440
2007,Cerebrovascular diseases (I60-I69),Colorado,3124
2007,Cerebrovascular diseases (I60-I69),Connecticut,2794
2007,Cerebrovascular diseases (I60-I69),Delaware,689
2007,Cerebrovascular diseases (I60-I69),District of Columbia,188
2007,Cerebrovascular diseases (I60-I69),Florida,16568
2007,Cerebrovascular diseases (I60-I69),Georgia,4775
2007,Cerebrovascular diseases (I60-I69),Hawaii,280
2007,Cerebrovascular diseases (I60-I69),Idaho,1047
2007,Cerebrovascular diseases (I60-I69),Illinois,8861
2007,Cerebrovascular diseases (I60-I69),Indiana,5036
2007,Cerebrovascular diseases (I60-I69),Iowa,3473
2007,Cerebrovascular diseases (I60-I69),Kansas,2591
2007,Cerebrovascular diseases (I60-I69),Kentucky,3559
2007,Cerebrovascular diseases (I60-I69),Louisiana,2990
2007,Cerebrovascular diseases (I60-I69),Maine,1208
2007,Cerebrovascular diseases (I60-I69),Maryland,4375
2007,Cerebrovascular diseases (I60-I69),Massachusetts,5594
2007,Cerebrovascular diseases (I60-I69),Michigan,9307
2007,Cerebrovascular diseases (I60-I69),Minnesota,3709
2007,Cerebrovascular diseases (I60-I69),Mississippi,1973
2007,Cerebrovascular diseases (I60-I69),Missouri,4986
2007,Cerebrovascular diseases (I60-I69),Montana,960
2007,Cerebrovascular diseases (I60-I69),Nebraska,1579
2007,Cerebrovascular diseases (I60-I69),Nevada,2076
2007,Cerebrovascular diseases (I60-I69),New Hampshire,1172
2007,Cerebrovascular diseases (I60-I69),New Jersey,6321
2007,Cerebrovascular diseases (I60-I69),New Mexico,1723
2007,Cerebrovascular diseases (I60-I69),New York,11797
2007,Cerebrovascular diseases (I60-I69),North Carolina,6080
2007,Cerebrovascular diseases (I60-I69),North Dakota,616
2007,Cerebrovascular diseases (I60-I69),Ohio,10415
2007,Cerebrovascular diseases (I60-I69),Oklahoma,3618
2007,Cerebrovascular diseases (I60-I69),Oregon,3003
2007,Cerebrovascular diseases (I60-I69),Pennsylvania,12715
2007,Cerebrovascular diseases (I60-I69),Rhode Island,1209
2007,Cerebrovascular diseases (I60-I69),South Carolina,2781
2007,Cerebrovascular diseases (I60-I69),South Dakota,704
2007,Cerebrovascular diseases (I60-I69),Tennessee,5953
2007,Cerebrovascular diseases (I60-I69),Texas,15318
2007,Cerebrovascular diseases (I60-I69),Utah,1242
2007,Cerebrovascular diseases (I60-I69),Vermont,736
2007,Cerebrovascular diseases (I60-I69),Virginia,4550
2007,Cerebrovascular diseases (I60-I69),Washington,5468
2007,Cerebrovascular diseases (I60-I69),West Virginia,2143
2007,Cerebrovascular diseases (I60-I69),Wisconsin,4967
2007,Cerebrovascular diseases (I60-I69),Wyoming,390
2007,"Certain other intestinal infections (A04,A07-A09)",Alabama,65
2007,"Certain other intestinal infections (A04,A07-A09)",Arizona,160
2007,"Certain other intestinal infections (A04,A07-A09)",Arkansas,39
2007,"Certain other intestinal infections (A04,A07-A09)",California,585
2007,"Certain other intestinal infections (A04,A07-A09)",Colorado,46
2007,"Certain other intestinal infections (A04,A07-A09)",Connecticut,155
2007,"Certain other intestinal infections (A04,A07-A09)",Delaware,21
2007,"Certain other intestinal infections (A04,A07-A09)",Florida,471
2007,"Certain other intestinal infections (A04,A07-A09)",Georgia,64
2007,"Certain other intestinal infections (A04,A07-A09)",Idaho,12
2007,"Certain other intestinal infections (A04,A07-A09)",Illinois,322
2007,"Certain other intestinal infections (A04,A07-A09)",Indiana,111
2007,"Certain other intestinal infections (A04,A07-A09)",Iowa,55
2007,"Certain other intestinal infections (A04,A07-A09)",Kansas,50
2007,"Certain other intestinal infections (A04,A07-A09)",Kentucky,54
2007,"Certain other intestinal infections (A04,A07-A09)",Louisiana,46
2007,"Certain other intestinal infections (A04,A07-A09)",Maine,79
2007,"Certain other intestinal infections (A04,A07-A09)",Maryland,156
2007,"Certain other intestinal infections (A04,A07-A09)",Massachusetts,225
2007,"Certain other intestinal infections (A04,A07-A09)",Michigan,206
2007,"Certain other intestinal infections (A04,A07-A09)",Minnesota,72
2007,"Certain other intestinal infections (A04,A07-A09)",Mississippi,17
2007,"Certain other intestinal infections (A04,A07-A09)",Missouri,205
2007,"Certain other intestinal infections (A04,A07-A09)",Montana,10
2007,"Certain other intestinal infections (A04,A07-A09)",Nebraska,36
2007,"Certain other intestinal infections (A04,A07-A09)",Nevada,33
2007,"Certain other intestinal infections (A04,A07-A09)",New Hampshire,67
2007,"Certain other intestinal infections (A04,A07-A09)",New Jersey,264
2007,"Certain other intestinal infections (A04,A07-A09)",New Mexico,27
2007,"Certain other intestinal infections (A04,A07-A09)",New York,376
2007,"Certain other intestinal infections (A04,A07-A09)",North Carolina,127
2007,"Certain other intestinal infections (A04,A07-A09)",Ohio,496
2007,"Certain other intestinal infections (A04,A07-A09)",Oklahoma,107
2007,"Certain other intestinal infections (A04,A07-A09)",Oregon,53
2007,"Certain other intestinal infections (A04,A07-A09)",Pennsylvania,449
2007,"Certain other intestinal infections (A04,A07-A09)",Rhode Island,85
2007,"Certain other intestinal infections (A04,A07-A09)",South Carolina,42
2007,"Certain other intestinal infections (A04,A07-A09)",South Dakota,15
2007,"Certain other intestinal infections (A04,A07-A09)",Tennessee,127
2007,"Certain other intestinal infections (A04,A07-A09)",Texas,232
2007,"Certain other intestinal infections (A04,A07-A09)",Utah,14
2007,"Certain other intestinal infections (A04,A07-A09)",Vermont,19
2007,"Certain other intestinal infections (A04,A07-A09)",Virginia,166
2007,"Certain other intestinal infections (A04,A07-A09)",Washington,123
2007,"Certain other intestinal infections (A04,A07-A09)",West Virginia,48
2007,"Certain other intestinal infections (A04,A07-A09)",Wisconsin,112
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Alabama,45
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Arizona,56
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Arkansas,33
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),California,324
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Colorado,49
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Connecticut,25
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Florida,170
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Georgia,77
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Idaho,18
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Illinois,100
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Indiana,50
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Iowa,31
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Kansas,22
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Kentucky,47
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Louisiana,37
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Maine,14
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Maryland,38
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Massachusetts,66
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Michigan,104
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Minnesota,65
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Mississippi,23
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Missouri,57
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Montana,15
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Nebraska,25
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Nevada,17
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),New Hampshire,15
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),New Jersey,76
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),New Mexico,24
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),New York,158
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),North Carolina,89
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),North Dakota,12
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Ohio,143
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Oklahoma,43
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Oregon,40
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Pennsylvania,131
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Rhode Island,14
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),South Carolina,40
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),South Dakota,11
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Tennessee,69
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Texas,182
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Utah,19
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Vermont,16
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Virginia,64
2007,Cholelithiasis and other disorders of gallbladder (K80-K82),Washington,64
